number,difficulty,codeLength,timestamp
2580301,216315490,200,1717250903
2580302,216526735,200,1717250906
2580303,216738186,200,1717250907
2580304,216949844,200,1717250908
2580305,216949844,200,1717250917
2580306,217161709,200,1717250918
2580307,216949638,200,1717250936
2580308,217161502,200,1717250939
2580309,217161502,200,1717250946
2580310,216949431,200,1717250961
2580311,217161295,200,1717250962
2580312,217161295,200,1717250970
2580313,216949224,200,1717250987
2580314,217161088,200,1717250993
2580315,216949017,200,1717251008
2580316,216737153,200,1717251026
2580317,216102182,196,1717251060
2580318,216313219,200,1717251061
2580319,216524462,200,1717251066
2580320,216947360,200,1717251070
2580321,216735498,200,1717251090
2580322,216735498,200,1717251098
2580323,216735498,200,1717251109
2580324,216947153,200,1717251110
2580325,216099705,196,1717251151
2580326,216310739,200,1717251153
2580327,216521979,200,1717251158
2580328,216310532,200,1717251172
2580329,216521772,200,1717251176
2580330,216310325,200,1717251195
2580331,216099085,196,1717251215
2580332,216310119,200,1717251218
2580333,216098879,196,1717251232
2580334,215676811,196,1717251254
2580335,215466190,196,1717251272
2580336,215255774,196,1717251286
2580337,215465984,196,1717251288
2580338,215676400,196,1717251291
2580339,215887021,196,1717251294
2580340,215465367,196,1717251317
2580341,215675782,196,1717251318
2580342,215675782,196,1717251331
2580343,215886402,196,1717251336
2580344,215464750,196,1717251361
2580345,215675164,196,1717251362
2580346,215885784,196,1717251363
2580347,216096609,196,1717251364
2580348,215885578,196,1717251380
2580349,215885578,196,1717251391
2580350,215674753,196,1717251405
2580351,215885372,196,1717251409
2580352,216096197,196,1717251412
2580353,216307228,200,1717251413
2580354,216307228,200,1717251426
2580355,215884754,196,1717251453
2580356,216095578,196,1717251455
2580357,215462488,196,1717251487
2580358,215672900,196,1717251493
2580359,215883518,196,1717251496
2580360,215883518,196,1717251503
2580361,216094341,196,1717251504
2580362,215672283,196,1717251531
2580363,215882900,196,1717251532
2580364,216093723,196,1717251537
2580365,216304752,200,1717251543
2580366,216093517,196,1717251563
2580367,216304545,200,1717251564
2580368,216304545,200,1717251572
2580369,216093311,196,1717251588
2580370,216093311,196,1717251601
2580371,216304339,200,1717251606
2580372,215036935,196,1717251659
2580373,215036935,196,1717251666
2580374,215246932,196,1717251667
2580375,215667336,196,1717251668
2580376,215667336,196,1717251676
2580377,215667336,196,1717251687
2580378,215877948,196,1717251693
2580379,215667130,196,1717251708
2580380,215035294,196,1717251737
2580381,215245289,196,1717251738
2580382,215455489,196,1717251739
2580383,215665894,196,1717251742
2580384,215876505,196,1717251743
2580385,215665689,196,1717251765
2580386,215665689,196,1717251776
2580387,215876300,196,1717251782
2580388,216087116,196,1717251788
2580389,216298138,200,1717251789
2580390,216509366,200,1717251792
2580391,216509366,200,1717251802
2580392,216086498,196,1717251825
2580393,216297519,200,1717251826
2580394,216297519,200,1717251837
2580395,216297519,200,1717251847
2580396,216086291,196,1717251861
2580397,216086291,196,1717251872
2580398,216297312,200,1717251875
2580399,216297312,200,1717251886
2580400,216297312,200,1717251895
2580401,216508539,200,1717251899
2580402,216508539,200,1717251907
2580403,216719973,200,1717251911
2580404,216931613,200,1717251913
2580405,216296072,200,1717251946
2580406,216507298,200,1717251949
2580407,216718730,200,1717251954
2580408,216295452,200,1717251980
2580409,216295452,200,1717251990
2580410,216295452,200,1717251997
2580411,216295452,200,1717252007
2580412,216506678,200,1717252008
2580413,215872382,196,1717252036
2580414,216083194,196,1717252037
2580415,216294212,200,1717252038
2580416,215660540,196,1717252068
2580417,215871145,196,1717252069
2580418,215871145,196,1717252080
2580419,215871145,196,1717252092
2580420,215871145,196,1717252104
2580421,216081956,196,1717252105
2580422,216292973,200,1717252106
2580423,216504196,200,1717252108
2580424,216292767,200,1717252123
2580425,216081544,196,1717252140
2580426,216292561,200,1717252141
2580427,216503784,200,1717252142
2580428,216503784,200,1717252150
2580429,216715213,200,1717252154
2580430,216715213,200,1717252162
2580431,216926848,200,1717252163
2580432,216926848,200,1717252176
2580433,216926848,200,1717252185
2580434,216503164,200,1717252206
2580435,216714592,200,1717252212
2580436,216714592,200,1717252219
2580437,215444782,196,1717252269
2580438,215655177,196,1717252273
2580439,215655177,196,1717252284
2580440,215655177,196,1717252297
2580441,215865777,196,1717252298
2580442,216076583,196,1717252304
2580443,215654559,196,1717252326
2580444,215865159,196,1717252327
2580445,215654354,196,1717252346
2580446,215864953,196,1717252349
2580447,216075758,196,1717252355
2580448,216286769,200,1717252356
2580449,216497986,200,1717252362
2580450,216497986,200,1717252373
2580451,216497986,200,1717252380
2580452,216497986,200,1717252389
2580453,216497986,200,1717252401
2580454,216709409,200,1717252407
2580455,216921039,200,1717252411
2580456,216921039,200,1717252420
2580457,216709203,200,1717252436
2580458,216709203,200,1717252448
2580459,216709203,200,1717252457
2580460,216920833,200,1717252458
2580461,216285325,200,1717252492
2580462,216496541,200,1717252496
2580463,216496541,200,1717252509
2580464,216285119,200,1717252524
2580465,216496334,200,1717252529
2580466,216707756,200,1717252531
2580467,216707756,200,1717252543
2580468,216919384,200,1717252547
2580469,216283879,200,1717252578
2580470,215861451,196,1717252599
2580471,216072253,196,1717252604
2580472,216283261,200,1717252606
2580473,216494475,200,1717252607
2580474,216705895,200,1717252611
2580475,216705895,200,1717252621
2580476,216917521,200,1717252622
2580477,217129354,200,1717252624
2580478,217129354,200,1717252632
2580479,216917314,200,1717252650
2580480,216917314,200,1717252659
2580481,216917314,200,1717252669
2580482,217129147,200,1717252671
2580483,216493027,200,1717252703
2580484,216281609,196,1717252720
2580485,216281609,196,1717252729
2580486,216281609,196,1717252736
2580487,216492821,200,1717252738
2580488,216704239,200,1717252740
2580489,216704239,200,1717252749
2580490,216915864,200,1717252754
2580491,217127695,200,1717252758
2580492,217339733,200,1717252759
2580493,217551978,200,1717252765
2580494,217764431,200,1717252770
2580495,217126451,200,1717252800
2580496,216914414,200,1717252820
2580497,216914414,200,1717252831
2580498,217126244,200,1717252832
2580499,217338281,200,1717252833
2580500,217550525,200,1717252834
2580501,217762976,200,1717252840
2580502,217975635,200,1717252843
2580503,217975635,200,1717252851
2580504,218188501,200,1717252854
2580505,218401575,200,1717252855
2580506,217761729,200,1717252886
2580507,218187043,200,1717252887
2580508,217973970,200,1717252901
2580509,218186835,200,1717252902
2580510,218399908,200,1717252903
2580511,218613189,200,1717252905
2580512,218399700,200,1717252925
2580513,218399700,200,1717252937
2580514,218399700,200,1717252945
2580515,218612980,200,1717252949
2580516,218399491,200,1717252969
2580517,218612771,200,1717252970
2580518,218612771,200,1717252981
2580519,217758815,200,1717253020
2580520,217971470,200,1717253021
2580521,217758608,200,1717253035
2580522,217333300,200,1717253062
2580523,217121061,200,1717253080
2580524,217121061,200,1717253091
2580525,217333093,200,1717253095
2580526,217545332,200,1717253099
2580527,217970224,200,1717253105
2580528,218183085,200,1717253107
2580529,217970016,200,1717253121
2580530,218182877,200,1717253122
2580531,218395946,200,1717253123
2580532,218395946,200,1717253133
2580533,218609223,200,1717253135
2580534,218609223,200,1717253142
2580535,218609223,200,1717253151
2580536,218822708,200,1717253152
2580537,219036402,200,1717253158
2580538,219250304,200,1717253161
2580539,219036193,200,1717253179
2580540,219036193,200,1717253187
2580541,219250095,200,1717253189
2580542,219464206,200,1717253193
2580543,218821246,200,1717253221
2580544,219034938,200,1717253223
2580545,219248839,200,1717253224
2580546,219034729,200,1717253240
2580547,219034729,200,1717253252
2580548,219034729,200,1717253260
2580549,218606927,200,1717253285
2580550,218393444,200,1717253301
2580551,218180170,200,1717253319
2580552,218393236,200,1717253321
2580553,218393236,200,1717253328
2580554,218606510,200,1717253329
2580555,218819992,200,1717253331
2580556,218178919,200,1717253359
2580557,218178919,200,1717253369
2580558,218391984,200,1717253373
2580559,218605257,200,1717253378
2580560,218605257,200,1717253386
2580561,218605257,200,1717253394
2580562,217537852,200,1717253436
2580563,217750291,200,1717253437
2580564,217962937,200,1717253438
2580565,218175791,200,1717253440
2580566,218175791,200,1717253451
2580567,217962729,200,1717253465
2580568,218175583,200,1717253470
2580569,218175583,200,1717253479
2580570,217962521,200,1717253497
2580571,217111105,200,1717253534
2580572,217323127,200,1717253536
2580573,217535356,200,1717253539
2580574,217747792,200,1717253540
2580575,217322504,200,1717253564
2580576,217534733,200,1717253565
2580577,217534733,200,1717253577
2580578,217534733,200,1717253589
2580579,217322297,200,1717253604
2580580,217110069,200,1717253619
2580581,216686027,200,1717253643
2580582,216897634,200,1717253644
2580583,217109448,200,1717253646
2580584,217109448,200,1717253654
2580585,216897428,200,1717253671
2580586,215838363,196,1717253715
2580587,216049142,196,1717253717
2580588,216260127,196,1717253719
2580589,216471318,200,1717253721
2580590,216471318,200,1717253734
2580591,216048524,196,1717253755
2580592,216259508,196,1717253757
2580593,216470698,200,1717253758
2580594,216682095,200,1717253759
2580595,216893698,200,1717253763
2580596,216681888,200,1717253779
2580597,216047079,196,1717253812
2580598,216047079,196,1717253825
2580599,216258062,196,1717253828
2580600,216046873,196,1717253846
2580601,215413924,196,1717253880
2580602,215624289,196,1717253881
2580603,215834859,196,1717253882
2580604,216045635,196,1717253883
2580605,216256617,196,1717253887
2580606,216256617,196,1717253897
2580607,215834241,196,1717253920
2580608,216045016,196,1717253923
2580609,215834035,196,1717253941
2580610,216044810,196,1717253942
2580611,216255791,196,1717253945
2580612,216255791,196,1717253958
2580613,216255791,196,1717253968
2580614,216044604,196,1717253982
2580615,216255585,196,1717253985
2580616,216466772,200,1717253987
2580617,216255379,196,1717254004
2580618,216466565,200,1717254005
2580619,216677958,200,1717254007
2580620,216677958,200,1717254015
2580621,216677958,200,1717254023
2580622,216889557,200,1717254029
2580623,216677751,200,1717254045
2580624,216889350,200,1717254050
2580625,217101156,200,1717254052
2580626,216677132,200,1717254073
2580627,216888730,200,1717254078
2580628,216676925,200,1717254092
2580629,216253729,196,1717254113
2580630,216464914,200,1717254115
2580631,216676305,200,1717254116
2580632,216887902,200,1717254122
2580633,217099706,200,1717254124
2580634,217311717,200,1717254127
2580635,217523935,200,1717254131
2580636,217311510,200,1717254145
2580637,217099292,200,1717254159
2580638,217099292,200,1717254166
2580639,217099292,200,1717254177
2580640,217099292,200,1717254189
2580641,217311303,200,1717254190
2580642,217523521,200,1717254191
2580643,217523521,200,1717254204
2580644,217523521,200,1717254214
2580645,217523521,200,1717254221
2580646,217311096,200,1717254239
2580647,217523313,200,1717254240
2580648,217735738,200,1717254243
2580649,217523106,200,1717254262
2580650,217735530,200,1717254263
2580651,217522898,200,1717254278
2580652,217735322,200,1717254279
2580653,217735322,200,1717254286
2580654,217522690,200,1717254300
2580655,217310266,200,1717254314
2580656,217310266,200,1717254326
2580657,217310266,200,1717254338
2580658,216885832,200,1717254364
2580659,217097634,200,1717254370
2580660,217309643,200,1717254376
2580661,217521859,200,1717254378
2580662,217097013,200,1717254403
2580663,217097013,200,1717254414
2580664,217097013,200,1717254425
2580665,217309021,200,1717254430
2580666,217309021,200,1717254437
2580667,217521236,200,1717254440
2580668,217521236,200,1717254452
2580669,217308813,200,1717254470
2580670,217521028,200,1717254471
2580671,217308606,200,1717254489
2580672,217308606,200,1717254497
2580673,217520821,200,1717254501
2580674,217308399,200,1717254518
2580675,217096184,200,1717254533
2580676,217308191,200,1717254534
2580677,217520406,200,1717254537
2580678,217307984,200,1717254551
2580679,217095770,200,1717254570
2580680,215823728,196,1717254619
2580681,216034493,196,1717254624
2580682,216245464,196,1717254627
2580683,216456641,200,1717254628
2580684,216456641,200,1717254638
2580685,216456641,200,1717254649
2580686,216456641,200,1717254657
2580687,216668024,200,1717254663
2580688,216456435,200,1717254678
2580689,216667818,200,1717254683
2580690,216879407,200,1717254687
2580691,216667611,200,1717254701
2580692,215821255,196,1717254737
2580693,215821255,196,1717254745
2580694,215821255,196,1717254756
2580695,215821255,196,1717254767
2580696,216032017,196,1717254769
2580697,216032017,196,1717254778
2580698,216242985,196,1717254784
2580699,216454159,200,1717254789
2580700,216242778,196,1717254804
2580701,216031604,196,1717254822
2580702,216242572,196,1717254823
2580703,216453746,200,1717254828
2580704,216242366,196,1717254846
2580705,216453540,200,1717254852
2580706,216664920,200,1717254854
2580707,216664920,200,1717254862
2580708,215818576,196,1717254902
2580709,216029336,196,1717254904
2580710,215818370,196,1717254919
2580711,216029130,196,1717254922
2580712,216240095,196,1717254926
2580713,216451266,200,1717254928
2580714,216451266,200,1717254935
2580715,216451266,200,1717254945
2580716,216662644,200,1717254946
2580717,216874228,200,1717254947
2580718,217086019,200,1717254948
2580719,216662023,200,1717254971
2580720,216450439,200,1717254985
2580721,214548046,196,1717255056
2580722,214757565,196,1717255058
2580723,214967289,196,1717255059
2580724,214967289,196,1717255066
2580725,215177217,196,1717255067
2580726,215177217,196,1717255075
2580727,215387351,196,1717255077
2580728,214966673,196,1717255100
2580729,215176601,196,1717255101
2580730,215176601,196,1717255112
2580731,215176601,196,1717255119
2580732,215176601,196,1717255131
2580733,215386734,196,1717255137
2580734,215597072,196,1717255138
2580735,215807616,196,1717255141
2580736,215807616,196,1717255154
2580737,216018365,196,1717255156
2580738,216229320,196,1717255157
2580739,216440481,200,1717255160
2580740,216651848,200,1717255161
2580741,216651848,200,1717255168
2580742,216863422,200,1717255169
2580743,216863422,200,1717255179
2580744,216439862,200,1717255202
2580745,216228495,196,1717255217
2580746,216228495,196,1717255229
2580747,216439655,200,1717255230
2580748,215594191,196,1717255265
2580749,215173109,196,1717255289
2580750,215173109,196,1717255300
2580751,215173109,196,1717255313
2580752,215383238,196,1717255315
2580753,215383238,196,1717255323
2580754,215383238,196,1717255331
2580755,215593573,196,1717255333
2580756,215383033,196,1717255349
2580757,215593367,196,1717255350
2580758,215803907,196,1717255351
2580759,216014653,196,1717255352
2580760,216225604,196,1717255353
2580761,216225604,196,1717255360
2580762,216436761,200,1717255363
2580763,216225397,196,1717255378
2580764,215169612,196,1717255420
2580765,215379738,196,1717255421
2580766,215379738,196,1717255428
2580767,215590069,196,1717255429
2580768,215800606,196,1717255433
2580769,216011348,196,1717255439
2580770,216011348,196,1717255450
2580771,216222296,196,1717255455
2580772,216011142,196,1717255471
2580773,215589246,196,1717255492
2580774,215799782,196,1717255494
2580775,215589041,196,1717255508
2580776,215799577,196,1717255509
2580777,216010318,196,1717255513
2580778,216221265,196,1717255515
2580779,216221265,196,1717255528
2580780,216010112,196,1717255543
2580781,216010112,196,1717255550
2580782,215799165,196,1717255565
2580783,216009906,196,1717255566
2580784,216009906,196,1717255573
2580785,216009906,196,1717255582
2580786,216220853,196,1717255587
2580787,216432006,200,1717255589
2580788,216643365,200,1717255593
2580789,216643365,200,1717255600
2580790,216854930,200,1717255606
2580791,217066702,200,1717255611
2580792,217278681,200,1717255612
2580793,217490867,200,1717255618
2580794,217703260,200,1717255621
2580795,217915860,200,1717255624
2580796,218128668,200,1717255626
2580797,217702636,200,1717255652
2580798,217915236,200,1717255654
2580799,217702429,200,1717255672
2580800,217702429,200,1717255681
2580801,217915029,200,1717255683
2580802,217489415,200,1717255706
2580803,217489415,200,1717255714
2580804,217701807,200,1717255718
2580805,217914406,200,1717255722
2580806,217914406,200,1717255735
2580807,217914406,200,1717255747
2580808,217275985,200,1717255780
2580809,217488168,200,1717255782
2580810,217275778,200,1717255800
2580811,217275778,200,1717255809
2580812,217487961,200,1717255810
2580813,217700351,200,1717255813
2580814,217912948,200,1717255814
2580815,217912948,200,1717255823
2580816,217487338,200,1717255844
2580817,217699727,200,1717255850
2580818,217487130,200,1717255866
2580819,217487130,200,1717255878
2580820,217699519,200,1717255880
2580821,216636534,200,1717255926
2580822,216213416,196,1717255950
2580823,216424561,200,1717255951
2580824,216635913,200,1717255952
2580825,216635913,200,1717255964
2580826,216635913,200,1717255972
2580827,216635913,200,1717255982
2580828,216847471,200,1717255985
2580829,217059236,200,1717255990
2580830,216847265,200,1717256008
2580831,216000209,196,1717256045
2580832,216211146,196,1717256046
2580833,216211146,196,1717256058
2580834,216422289,200,1717256059
2580835,216633638,200,1717256062
2580836,216845194,200,1717256063
2580837,216845194,200,1717256070
2580838,216845194,200,1717256083
2580839,217056956,200,1717256084
2580840,217056956,200,1717256104
2580841,216633018,200,1717256130
2580842,216209908,196,1717256152
2580843,215787624,196,1717256175
2580844,215998354,196,1717256176
2580845,216209289,196,1717256178
2580846,216420430,200,1717256182
2580847,216420430,200,1717256195
2580848,216209082,196,1717256210
2580849,215786800,196,1717256232
2580850,215576071,196,1717256249
2580851,215155025,196,1717256272
2580852,214944913,196,1717256288
2580853,215154820,196,1717256293
2580854,215364932,196,1717256297
2580855,215364932,196,1717256310
2580856,215575249,196,1717256313
2580857,215154205,196,1717256339
2580858,214313761,196,1717256376
2580859,214523051,196,1717256377
2580860,214104061,196,1717256399
2580861,214313146,196,1717256400
2580862,214522436,196,1717256401
2580863,214731930,196,1717256402
2580864,214941629,196,1717256403
2580865,215151532,196,1717256406
2580866,215361640,196,1717256407
2580867,215571954,196,1717256411
2580868,215782473,196,1717256414
2580869,215571748,196,1717256432
2580870,215571748,196,1717256442
2580871,215782267,196,1717256443
2580872,215992991,196,1717256444
2580873,216203921,196,1717256451
2580874,216415057,200,1717256452
2580875,216203715,196,1717256472
2580876,216414851,200,1717256476
2580877,216203509,196,1717256491
2580878,216414645,200,1717256495
2580879,216625987,200,1717256497
2580880,216837535,200,1717256502
2580881,217049290,200,1717256503
2580882,216413404,200,1717256537
2580883,216413404,200,1717256547
2580884,216413404,200,1717256559
2580885,216624745,200,1717256563
2580886,216624745,200,1717256572
2580887,216201651,196,1717256594
2580888,216412785,200,1717256600
2580889,216624125,200,1717256601
2580890,216835671,200,1717256607
2580891,216412165,200,1717256633
2580892,216412165,200,1717256641
2580893,216412165,200,1717256651
2580894,216623505,200,1717256652
2580895,215354229,196,1717256703
2580896,215564535,196,1717256709
2580897,215564535,196,1717256721
2580898,215775047,196,1717256726
2580899,215985764,196,1717256727
2580900,216196687,196,1717256728
2580901,215985558,196,1717256743
2580902,215985558,196,1717256753
2580903,215985558,196,1717256762
2580904,215985558,196,1717256771
2580905,216196481,196,1717256775
2580906,216196481,196,1717256787
2580907,216196481,196,1717256798
2580908,216407610,200,1717256803
2580909,216618945,200,1717256804
2580910,215772781,196,1717256840
2580911,215983496,196,1717256841
2580912,215983496,196,1717256854
2580913,215983496,196,1717256863
2580914,216194417,196,1717256864
2580915,216405544,200,1717256865
2580916,216616877,200,1717256870
2580917,216616877,200,1717256883
2580918,216405338,200,1717256900
2580919,216405338,200,1717256909
2580920,216194005,196,1717256925
2580921,216405131,200,1717256926
2580922,216616464,200,1717256932
2580923,216616464,200,1717256945
2580924,216828003,200,1717256946
2580925,216828003,200,1717256956
2580926,215769273,196,1717257005
2580927,215979985,196,1717257011
2580928,215979985,196,1717257022
2580929,216190902,196,1717257024
2580930,216402025,200,1717257026
